claim_id,insatisfaction,Nb Flux manuel,Nb de flux auto,Nb Intervenants sur le dossier,Nb Appels,delai_total,claim_creation_to_closure_duration,compensation_balance_amount,time_to_fnol,manual_vs_auto_flux,closure_reason_name,claim_situation,personnalized_management_flag,victim_flag,victim_count,textblob_verbatim_sentiment,textblob_verbatim_objectivity,vader_verbatim_polarity,post_remboursement_voc_note,repairs_main_note,simplicity_process_note,assessment_quality_note,assessment_time_note,claim_created_day_of_week,claim_created_month,claim_created_year,nb_events,nb_activities_uniques,nb_rework,taux_rework,nb_resources,duree_totale_heures,duree_moyenne_activite,duree_max_activite,cout_total,cout_moyen,has_appel_entrant_relance,has_reaffectation_dossier,has_contre_expertise,has_traitement_piece_complementaire,has_appel_sortant_societaire,nb_reclamations,has_reclamation,reclamation_level_max,nb_origins_reclamation
65172397,0,0,2,1,0,0.9590162037037036,0,252.3399963378906,1,0.0,Clos après indemnisation,CLOS,0.0,0,0,0.0,0.4,0.0,4.0,4.0,4.0,4.0,4.0,4,9,2023,12.0,12.0,0.0,0.0,9.0,280.3591666666667,23.36326388888889,61.0,56.5,4.708333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13464485,1,3,3,3,0,24.9590162037037,24,638.219970703125,8,0.5,Clos après indemnisation,CLOS,0.0,0,0,0.0,0.2,0.0,2.333333333333333,2.333333333333333,2.333333333333333,2.333333333333333,2.333333333333333,1,3,2022,11.0,11.0,0.0,0.0,8.0,1229.2513888888889,111.75012626262627,902.0,165.5,15.045454545454545,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
35924421,0,1,3,1,0,24.9590162037037,24,803.469970703125,281,0.25,Clos après indemnisation,CLOS,0.0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,1,3,2022,10.0,10.0,0.0,0.0,9.0,288.24694444444447,28.824694444444447,58.0,44.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41231245,0,1,3,1,0,0.9590162037037036,0,138.1799926757812,9,0.25,autre,CLOS,0.0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5,11,2023,11.0,11.0,0.0,0.0,7.0,277.4661111111111,25.22419191919192,47.13333333333333,46.0,4.181818181818182,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
26505350,0,1,3,1,0,0.9590162037037036,0,129.2599945068359,5,0.25,autre,CLOS,0.0,0,0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,1,5,2022,11.0,11.0,0.0,0.0,11.0,1053.7083333333333,95.79166666666666,764.0,165.5,15.045454545454545,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
40275524,0,2,4,1,1,5.959016203703704,5,536.0900268554688,0,0.3333333333333333,autre,CLOS,0.0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,3,11,2023,11.0,11.0,0.0,0.0,11.0,310.0086111111111,28.18260101010101,45.04666666666667,46.0,4.181818181818182,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75918850,1,6,4,2,4,21.9590162037037,21,807.6500244140625,137,0.6,Clos après indemnisation,CLOS,1.0,0,0,0.0,0.65,0.0,2.5,2.5,2.5,2.5,2.5,3,6,2022,13.0,13.0,0.0,0.0,11.0,359.17361111111114,27.62873931623932,44.16555555555556,71.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41723288,0,1,3,1,0,0.9590162037037036,0,718.5800170898438,12,0.25,autre,CLOS,0.0,0,0,0.45,0.6000000000000001,0.0,5.0,5.0,5.0,5.0,5.0,0,8,2022,12.0,12.0,0.0,0.0,11.0,278.61833333333334,23.218194444444446,43.0,56.5,4.708333333333333,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
60500092,1,1,3,1,0,0.9590162037037036,0,251.2200012207031,15,0.25,autre,CLOS,0.0,0,0,0.2,0.2,-0.4588,5.0,5.0,5.0,5.0,5.0,2,10,2022,13.0,13.0,0.0,0.0,12.0,338.72805555555556,26.056004273504275,60.0,71.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12528649,0,1,3,1,0,0.9590162037037036,0,1939.449951171875,104,0.25,autre,CLOS,0.0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5,11,2022,13.0,13.0,13.0,1.0,11.0,339.87638888888887,26.144337606837606,61.0,57.5,4.423076923076923,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
47255726,0,2,4,2,1,5.959016203703704,5,732.0700073242188,0,0.3333333333333333,autre,CLOS,0.0,0,0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,2,3,2023,10.0,10.0,0.0,0.0,9.0,274.35,27.435000000000002,40.55,44.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88448345,0,1,3,1,0,0.9590162037037036,0,138.1799926757812,8,0.25,autre,CLOS,0.0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,3,5,2023,11.0,11.0,0.0,0.0,10.0,310.755,28.250454545454545,59.0,48.5,4.409090909090909,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
33370605,0,1,3,1,1,10.9590162037037,10,168.1499938964844,1,0.25,autre,CLOS,0.0,0,0,0.6,1.0,0.0,5.0,5.0,5.0,5.0,5.0,0,9,2022,12.0,12.0,0.0,0.0,8.0,360.9216666666667,30.076805555555556,46.20666666666666,56.5,4.708333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40784137,0,1,3,1,0,0.9590162037037036,0,955.239990234375,7,0.25,autre,CLOS,0.0,0,0,0.4333333333333333,0.3999999999999999,0.4588,5.0,5.0,5.0,5.0,5.0,3,10,2022,13.0,13.0,0.0,0.0,12.0,275.5727777777778,21.197905982905983,46.0,71.5,5.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
57015369,0,5,3,2,0,13.9590162037037,13,1231.030029296875,13,0.625,Clos après indemnisation,CLOS,0.0,0,0,0.375,0.4,0.0,5.0,5.0,5.0,5.0,5.0,4,10,2022,11.0,11.0,0.0,0.0,10.0,775.3666666666667,70.48787878787878,533.0,165.5,15.045454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60899225,1,6,4,1,0,14.9590162037037,14,617.2100219726562,16,0.6,Clos après indemnisation,CLOS,0.0,0,0,0.75,0.6,0.0,5.0,5.0,5.0,5.0,5.0,4,2,2022,12.0,12.0,12.0,1.0,12.0,350.19305555555553,29.182754629629628,47.65638888888889,128.5,10.708333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15229293,0,2,4,2,1,203.9590162037037,203,198.2200012207031,2,0.3333333333333333,autre,CLOS,0.0,0,0,0.35,0.4,0.0,5.0,5.0,5.0,5.0,5.0,2,3,2022,11.0,11.0,0.0,0.0,11.0,1424.5175000000002,129.50159090909094,1124.0,165.5,15.045454545454545,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
38995265,0,1,3,1,0,0.9590162037037036,0,129.2599945068359,9,0.25,autre,CLOS,0.0,0,0,0.9,0.9,0.0,5.0,5.0,5.0,5.0,5.0,3,6,2022,13.0,13.0,13.0,1.0,11.0,285.89916666666664,21.992243589743588,47.80277777777778,57.5,4.423076923076923,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
75995433,0,2,4,2,1,8.959016203703703,8,968.77001953125,8,0.3333333333333333,autre,CLOS,0.0,0,0,0.0,0.0,0.4588,5.0,5.0,5.0,5.0,5.0,3,6,2022,12.0,12.0,0.0,0.0,12.0,1327.9541666666667,110.66284722222223,1097.0,167.5,13.958333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67935593,1,15,5,6,10,25.9590162037037,25,1036.630004882812,3,0.75,Clos après indemnisation,RECLOS,0.0,0,0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0,7,2022,10.0,10.0,0.0,0.0,9.0,340.9902777777778,34.09902777777778,47.80388888888889,44.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83537068,0,1,3,1,0,0.9590162037037036,0,653.0999755859375,155,0.25,autre,CLOS,0.0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5,10,2023,12.0,12.0,12.0,1.0,11.0,823.333888888889,68.61115740740742,623.0,161.5,13.458333333333334,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
53163218,0,1,3,1,0,0.9590162037037036,0,152.8399963378906,6,0.25,autre,CLOS,0.0,0,0,0.05,0.25,0.0,5.0,5.0,5.0,5.0,5.0,4,10,2022,13.0,13.0,13.0,1.0,11.0,1219.9719444444445,93.84399572649573,916.0,176.5,13.576923076923077,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16586068,0,1,2,1,0,0.9590162037037036,0,1117.260009765625,14,0.3333333333333333,autre,CLOS,0.0,0,0,0.8,0.8,0.0,5.0,5.0,5.0,5.0,5.0,3,11,2023,13.0,13.0,0.0,0.0,10.0,369.0436111111111,28.387970085470084,66.0,63.5,4.884615384615385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35268140,0,1,4,1,0,0.9590162037037036,0,473.5899963378906,8,0.2,autre,CLOS,0.0,0,0,0.8333333333333334,0.9333333333333332,0.0,5.0,5.0,5.0,5.0,5.0,5,1,2023,13.0,13.0,0.0,0.0,11.0,320.32472222222225,24.64036324786325,43.681111111111115,63.5,4.884615384615385,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
80419507,1,1,3,1,0,0.9590162037037036,0,185.5899963378906,3,0.25,autre,CLOS,0.0,0,0,0.0,0.45,0.1779,5.0,5.0,5.0,5.0,5.0,5,2,2023,10.0,10.0,0.0,0.0,8.0,245.35861111111112,24.53586111111111,43.0,44.0,4.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
56683099,0,1,3,1,0,0.9590162037037036,0,807.22998046875,6,0.25,autre,CLOS,0.0,0,0,0.0,0.0,0.6597,5.0,5.0,5.0,5.0,5.0,2,2,2023,12.0,12.0,0.0,0.0,10.0,281.62555555555554,23.468796296296293,53.0,56.5,4.708333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15581883,1,1,3,1,0,0.9590162037037036,0,2135.85009765625,30,0.25,autre,CLOS,0.0,0,0,0.0,0.425,0.0,5.0,5.0,5.0,5.0,5.0,5,4,2023,13.0,13.0,13.0,1.0,12.0,367.8544444444444,28.296495726495724,64.0,57.5,4.423076923076923,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
82793553,0,1,3,1,0,0.9590162037037036,0,1409.589965820312,6,0.25,autre,CLOS,0.0,0,0,0.3,0.6,0.0,5.0,5.0,5.0,5.0,5.0,5,2,2023,13.0,13.0,13.0,1.0,13.0,342.2344444444444,26.325726495726492,48.0,57.5,4.423076923076923,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
60808407,0,1,3,1,0,0.9590162037037036,0,1174.680053710938,4,0.25,autre,CLOS,0.0,0,0,1.0,1.0,0.34,5.0,5.0,5.0,5.0,5.0,5,3,2023,12.0,12.0,12.0,1.0,10.0,408.69888888888886,34.058240740740736,60.0,128.5,10.708333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
86024330,0,9,5,2,0,327.9590162037037,327,992.4500122070312,1,0.6428571428571429,autre,CLOS,1.0,0,0,0.0,0.0,0.296,2.0,2.0,2.0,2.0,2.0,2,3,2023,12.0,12.0,0.0,0.0,11.0,302.56416666666667,25.213680555555555,45.81583333333333,50.5,4.208333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59986914,0,1,3,1,0,0.9590162037037036,0,1820.06005859375,14,0.25,autre,CLOS,0.0,0,0,0.0,0.4,0.0,5.0,5.0,5.0,5.0,5.0,3,8,2023,12.0,12.0,0.0,0.0,10.0,288.7013888888889,24.058449074074076,46.91861111111111,56.5,4.708333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55569042,0,1,3,1,0,0.9590162037037036,0,138.1799926757812,13,0.25,autre,CLOS,0.0,0,0,0.35,0.4,0.0,5.0,5.0,5.0,5.0,5.0,3,8,2023,12.0,12.0,12.0,1.0,10.0,759.728888888889,63.31074074074075,535.0,161.5,13.458333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60808320,0,1,3,1,0,0.9590162037037036,0,550.4299926757812,27,0.25,autre,CLOS,0.0,0,0,0.01,0.65,0.0,5.0,5.0,5.0,5.0,5.0,3,9,2023,11.0,11.0,0.0,0.0,9.0,736.4666666666667,66.95151515151515,488.0,165.5,15.045454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99574935,1,4,4,1,0,12.9590162037037,12,1782.109985351562,16,0.5,Clos après indemnisation,CLOS,0.0,0,0,0.1,0.6,0.0,1.0,1.0,1.0,1.0,1.0,3,9,2023,11.0,11.0,0.0,0.0,8.0,806.1186111111111,73.28351010101011,567.0,152.5,13.863636363636363,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47663084,0,1,2,1,0,0.9590162037037036,0,645.3599853515625,95,0.3333333333333333,autre,CLOS,0.0,0,0,0.0,0.575,0.0,5.0,5.0,5.0,5.0,5.0,5,6,2023,11.0,11.0,0.0,0.0,10.0,290.20972222222224,26.38270202020202,41.49861111111111,41.5,3.772727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38040434,0,1,3,1,0,0.9590162037037036,0,822.3599853515625,14,0.25,autre,CLOS,0.0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,0,6,2023,10.0,10.0,0.0,0.0,9.0,1021.4677777777778,102.14677777777777,863.0,150.5,15.05,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
39319667,0,1,3,1,0,0.9590162037037036,0,1395.199951171875,21,0.25,autre,CLOS,0.0,0,0,0.4,0.4,0.0,5.0,5.0,5.0,5.0,5.0,4,2,2023,11.0,11.0,0.0,0.0,11.0,349.87055555555554,31.80641414141414,54.0,48.5,4.409090909090909,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
78031372,0,1,3,1,0,0.9590162037037036,0,769.0999755859375,9,0.25,autre,CLOS,0.0,0,0,0.0,0.0,0.4404,5.0,5.0,5.0,5.0,5.0,2,3,2023,10.0,10.0,0.0,0.0,9.0,333.44388888888886,33.344388888888886,44.70111111111111,44.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80705246,0,1,3,1,0,0.9590162037037036,0,810.6300048828125,14,0.25,autre,CLOS,0.0,0,0,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,4,9,2023,12.0,12.0,0.0,0.0,9.0,946.6686111111112,78.88905092592593,683.0,167.5,13.958333333333334,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
56091084,1,1,3,1,0,91.9590162037037,91,1138.27001953125,174,0.25,Clos après indemnisation,CLOS,0.0,0,0,0.3,0.4,0.0,5.0,5.0,5.0,5.0,5.0,3,12,2021,15.0,15.0,0.0,0.0,12.0,360.8283333333333,24.05522222222222,60.0,80.5,5.366666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89752885,0,1,3,1,0,0.9590162037037036,0,112.4000015258789,12,0.25,autre,CLOS,0.0,0,0,0.0,0.325,0.0,5.0,5.0,5.0,5.0,5.0,5,6,2023,11.0,11.0,0.0,0.0,9.0,296.8361111111111,26.98510101010101,47.6175,48.5,4.409090909090909,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
86822074,0,1,3,1,0,0.9590162037037036,0,344.0599975585938,4,0.25,autre,CLOS,0.0,0,0,0.375,0.4,0.0,5.0,5.0,5.0,5.0,5.0,4,6,2023,13.0,13.0,0.0,0.0,9.0,308.02222222222224,23.694017094017095,47.15277777777778,63.5,4.884615384615385,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
25047366,0,1,3,1,0,0.9590162037037036,0,800.6300048828125,8,0.25,autre,CLOS,0.0,0,0,0.22,0.1,-0.128,5.0,5.0,5.0,5.0,5.0,3,10,2023,13.0,13.0,0.0,0.0,10.0,373.55083333333334,28.734679487179488,71.0,63.5,4.884615384615385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67491210,0,1,4,1,0,0.9590162037037036,0,196.5500030517578,4,0.2,autre,CLOS,0.0,0,0,0.2166666666666666,0.3333333333333333,0.0,5.0,5.0,5.0,5.0,5.0,5,11,2023,12.0,12.0,0.0,0.0,10.0,817.4747222222222,68.12289351851852,501.0,167.5,13.958333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16286587,0,3,3,1,0,7.959016203703704,7,711.3599853515625,12,0.5,Clos après indemnisation,CLOS,1.0,0,0,0.0,0.325,0.0,5.0,5.0,5.0,5.0,5.0,4,3,2022,13.0,13.0,13.0,1.0,11.0,349.15305555555557,26.857927350427353,53.0,57.5,4.423076923076923,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
69635498,0,2,4,2,1,7.959016203703704,7,969.8900146484376,0,0.3333333333333333,autre,CLOS,0.0,0,0,0.3,0.6,0.0,5.0,5.0,5.0,5.0,5.0,4,2,2023,11.0,11.0,0.0,0.0,8.0,341.23333333333335,31.021212121212123,60.0,48.5,4.409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20749785,0,1,4,1,0,0.9590162037037036,0,965.760009765625,11,0.2,autre,CLOS,0.0,0,0,0.35,0.4,0.4588,5.0,5.0,5.0,5.0,5.0,4,4,2023,12.0,12.0,0.0,0.0,9.0,357.25638888888886,29.771365740740737,46.76444444444444,56.5,4.708333333333333,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
64330244,1,5,3,2,0,211.9590162037037,211,668.7100219726562,2,0.625,autre,CLOS,0.0,0,0,0.0,0.05,0.0,3.0,3.0,3.0,3.0,3.0,3,6,2023,12.0,12.0,0.0,0.0,10.0,223.65166666666667,18.63763888888889,50.0,56.5,4.708333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77461878,1,1,2,1,0,125.9590162037037,125,441.1300048828125,5,0.3333333333333333,Clos après indemnisation,CLOS,0.0,0,0,0.0,0.6,-0.3612,1.0,1.0,1.0,1.0,1.0,2,8,2023,11.0,11.0,0.0,0.0,10.0,1198.0638888888889,108.91489898989899,968.0,165.5,15.045454545454545,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
89786289,0,1,3,1,0,0.9590162037037036,0,522.3699951171875,7,0.25,autre,CLOS,0.0,0,0,0.0,0.625,0.0,5.0,5.0,5.0,5.0,5.0,4,9,2023,13.0,13.0,13.0,1.0,11.0,806.9394444444445,62.072264957264956,452.0,176.5,13.576923076923077,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30312531,1,1,3,1,0,0.9590162037037036,0,147.8200073242188,11,0.25,autre,CLOS,1.0,0,0,0.1,0.1,0.0,4.5,4.5,4.5,4.5,4.5,0,3,2024,11.0,11.0,0.0,0.0,10.0,191.00694444444446,17.36426767676768,40.655,48.5,4.409090909090909,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
93371752,0,1,3,1,0,0.9590162037037036,0,765.7000122070312,8,0.25,autre,CLOS,0.0,0,0,0.385,0.325,0.3612,5.0,5.0,5.0,5.0,5.0,1,12,2023,12.0,12.0,0.0,0.0,9.0,326.55861111111113,27.213217592592596,56.0,56.5,4.708333333333333,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
85595024,0,4,3,1,0,0.9590162037037036,0,483.5599975585938,4,0.5714285714285714,autre,CLOS,0.0,0,0,0.0,0.75,0.0,5.0,5.0,5.0,5.0,5.0,5,7,2022,13.0,13.0,0.0,0.0,10.0,321.4247222222222,24.72497863247863,44.14666666666667,58.5,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57759151,0,0,2,1,0,2.959016203703704,2,1045.400024414062,1,0.0,Clos après indemnisation,CLOS,0.0,0,0,0.0,0.0,0.2023,5.0,5.0,5.0,5.0,5.0,2,5,2024,10.0,10.0,0.0,0.0,10.0,278.18555555555554,27.818555555555555,46.285555555555554,33.5,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27158881,1,8,4,3,0,5.959016203703704,5,106.6100006103516,13,0.6666666666666666,Clos après indemnisation,CLOS,1.0,0,0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3,5,2024,11.0,11.0,0.0,0.0,9.0,323.52972222222223,29.41179292929293,43.46944444444444,48.5,4.409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27423822,0,3,2,2,0,68.9590162037037,68,1605.630004882812,1,0.6,Clos après indemnisation,RECLOS,0.0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,3,5,2024,13.0,13.0,13.0,1.0,10.0,319.6502777777778,24.588482905982907,43.47527777777778,57.5,4.423076923076923,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
94596694,0,16,4,3,0,6.959016203703704,6,743.3499755859375,70,0.8,Clos après indemnisation,CLOS,1.0,0,0,0.1,0.6,0.4588,5.0,5.0,5.0,5.0,5.0,3,6,2024,10.0,10.0,0.0,0.0,10.0,291.095,29.109500000000004,47.084722222222226,44.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44238391,0,2,3,2,0,0.9590162037037036,0,383.0199890136719,3,0.4,Clos après indemnisation,CLOS,1.0,0,0,0.0,0.4,0.4588,4.0,4.0,4.0,4.0,4.0,3,7,2024,13.0,13.0,0.0,0.0,10.0,335.6711111111111,25.8208547008547,46.6725,71.5,5.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
19610097,0,1,3,1,0,0.9590162037037036,0,686.4600219726562,9,0.25,autre,CLOS,1.0,0,0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,3,7,2024,11.0,11.0,0.0,0.0,9.0,271.11805555555554,24.64709595959596,61.0,48.5,4.409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
